Node,Parent
47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES,4_SHIP_EQUIPMENT
471_HAND_WEAPONS_LIGHT_and_HEAVY_GUNS,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
472_ROCKET_PLANTS,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
473_TORPEDO_PLANTS,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
474_ANTI-SUBMARINE_WEAPONS,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
475_MINELAYING_EQUIPMENT,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
476_MINESWEEPING_EQUIPMENT,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
476001_Mine_sonars,476_MINESWEEPING_EQUIPMENT
476010_Electronic_units,476_MINESWEEPING_EQUIPMENT
477_DE-GAUSSING_PLANTS,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
477001_Control_systems,477_DE-GAUSSING_PLANTS
478_TORPEDO_COUNTERMEASURES_SMOKE_GENERATING_EQUIPMENT,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
479_WEAPON_CONTROL_SYSTEMS,47_ARMAMENT_WEAPON_and_WEAPON_COUNTERMEASURES
479001_Tactical_consoles,479_WEAPON_CONTROL_SYSTEMS
479010_Mine_warning_consoles,479_WEAPON_CONTROL_SYSTEMS
479015_ROV_consoles,479_WEAPON_CONTROL_SYSTEMS
48_SPECIAL_EQUIPMENT,4_SHIP_EQUIPMENT
481_DRILLING_EQUIPMENT,48_SPECIAL_EQUIPMENT
482_DREDGING_EQUIPMENT,48_SPECIAL_EQUIPMENT
483_DIVING_EQUIPMENT,48_SPECIAL_EQUIPMENT
483001_Underwater_ROVs,483_DIVING_EQUIPMENT
483005_ROV_winches,483_DIVING_EQUIPMENT
483010_ROV_cradles,483_DIVING_EQUIPMENT
484_LABORATORY_EQUIPMENT,48_SPECIAL_EQUIPMENT
485_AIRCRAFT_HELICOPTERS,48_SPECIAL_EQUIPMENT
486_AUXILIARY_VESSELS,48_SPECIAL_EQUIPMENT
487_DE-ICING_EQUIPMENT,48_SPECIAL_EQUIPMENT
487001_Steel_de-icing_systems,487_DE-ICING_EQUIPMENT
487010_Machinery_de-icing_systems,487_DE-ICING_EQUIPMENT
487020_El_de-icing_systems,487_DE-ICING_EQUIPMENT
487030_Chemicals_de-icing_systems,487_DE-ICING_EQUIPMENT
488_SEISMIC_EQUIPMENT,48_SPECIAL_EQUIPMENT
488001_Seismic_canon_cable,488_SEISMIC_EQUIPMENT
488003_Seismic_detector_cable,488_SEISMIC_EQUIPMENT
488005_Seismic_canon_cable_drums,488_SEISMIC_EQUIPMENT
488007_Seismic_detector_cable_drums,488_SEISMIC_EQUIPMENT
488010_Seismic_air_compressors,488_SEISMIC_EQUIPMENT
488013_Seismic_compressor_FW_cooling_pumps,488_SEISMIC_EQUIPMENT
488015_Seismic_compressor_el_motor_FW_pumps,488_SEISMIC_EQUIPMENT
488017_Seismic_hydr_oil_aggregates,488_SEISMIC_EQUIPMENT
488019_Seismic_air_compressor_LO_pumps,488_SEISMIC_EQUIPMENT
488021_Seismic_cable_oil_transfer_pumps,488_SEISMIC_EQUIPMENT
488022_Seismic_cable_oil_separators,488_SEISMIC_EQUIPMENT
488050_Seismic_paravane,488_SEISMIC_EQUIPMENT
488052_Seismic_paravane_winches,488_SEISMIC_EQUIPMENT
489_ENVIRONMENTAL_PROTECTION_EQUIPMENT,48_SPECIAL_EQUIPMENT
489001_Oil_skimmers,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489003_Oil_booms,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489005_Boom_reels,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489007_Oil_transfer_hoses,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489009_Hose_reels,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489011_Oil_transfer_pumps_w_drive_unit,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489015_Power_supply,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489030_Oil_recovery_bags,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489040_Oil_dispersion_equipment,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489043_Spray_booms,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489045_Chemicals,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
489050_Foam_plants,489_ENVIRONMENTAL_PROTECTION_EQUIPMENT
49_FISH_PROCESSING_EQUIPMENT,4_SHIP_EQUIPMENT
491_RAW_MATERIAL_HANDLING,49_FISH_PROCESSING_EQUIPMENT
491005_De-icing_equipment,491_RAW_MATERIAL_HANDLING
491007_Chutes,491_RAW_MATERIAL_HANDLING
491010_Transport_equipment,491_RAW_MATERIAL_HANDLING
491020_Reception_tanks_bins,491_RAW_MATERIAL_HANDLING
491022_Tank_bin_equipment,491_RAW_MATERIAL_HANDLING
491024_Tank_bin_manoeuvre_system,491_RAW_MATERIAL_HANDLING
491026_Tank_bin_insulation,491_RAW_MATERIAL_HANDLING
491030_Ice_store,491_RAW_MATERIAL_HANDLING
491032_Ice_store_equipment,491_RAW_MATERIAL_HANDLING
491034_Ice_water_system,491_RAW_MATERIAL_HANDLING
491036_Ice_dosing_system,491_RAW_MATERIAL_HANDLING
491038_Rinsing_draining_system,491_RAW_MATERIAL_HANDLING
492_FILLET_FACTORIES,49_FISH_PROCESSING_EQUIPMENT
492005_Head_cutting_machines,492_FILLET_FACTORIES
492007_Washing_rinsing_machines,492_FILLET_FACTORIES
492009_Filet_machines,492_FILLET_FACTORIES
492012_Skinning_machines,492_FILLET_FACTORIES
492013_Garbage_conveyors_chutes,492_FILLET_FACTORIES
492035_Sorting_machines,492_FILLET_FACTORIES
492038_Conveyors,492_FILLET_FACTORIES
492048_Hydr_oil_aggregates,492_FILLET_FACTORIES
492050_SW_process_pumps,492_FILLET_FACTORIES
492060_Detaching_machines,492_FILLET_FACTORIES
492061_Weighing_tables,492_FILLET_FACTORIES
492062_Hot_melt_sealers,492_FILLET_FACTORIES
492063_Auto_markers,492_FILLET_FACTORIES
492068_Strapping_machines,492_FILLET_FACTORIES
492069_Packing_tables,492_FILLET_FACTORIES
493_SHRIMP_FACTORIES,49_FISH_PROCESSING_EQUIPMENT
493010_Cookers_coolers,493_SHRIMP_FACTORIES
493013_Garbage_conveyors_chutes,493_SHRIMP_FACTORIES
493016_De-watering_blowers,493_SHRIMP_FACTORIES
493018_Vacuum_peelers,493_SHRIMP_FACTORIES
493028_Glazing_units,493_SHRIMP_FACTORIES
493035_Grading_machines,493_SHRIMP_FACTORIES
493037_Mixing_units,493_SHRIMP_FACTORIES
493038_Conveyors,493_SHRIMP_FACTORIES
493048_Hydr_oil_aggregates,493_SHRIMP_FACTORIES
493050_SW_process_pumps,493_SHRIMP_FACTORIES
493061_Weighing_tables,493_SHRIMP_FACTORIES
493068_Strapping_machines,493_SHRIMP_FACTORIES
493069_Packing_tables,493_SHRIMP_FACTORIES
493070_Control_panels,493_SHRIMP_FACTORIES
494_MEAL_AND_OIL_FACTORIES,49_FISH_PROCESSING_EQUIPMENT
494001_Hasher_machines,494_MEAL_AND_OIL_FACTORIES
494005_Feeder_machines,494_MEAL_AND_OIL_FACTORIES
494007_Fish_cookers,494_MEAL_AND_OIL_FACTORIES
494009_Strainer_conveyors,494_MEAL_AND_OIL_FACTORIES
494011_Presses,494_MEAL_AND_OIL_FACTORIES
494013_Cutting_machines,494_MEAL_AND_OIL_FACTORIES
494015_Pre_dryers,494_MEAL_AND_OIL_FACTORIES
494017_After_dryers,494_MEAL_AND_OIL_FACTORIES
494019_Separator_filters,494_MEAL_AND_OIL_FACTORIES
494021_Milling_machines,494_MEAL_AND_OIL_FACTORIES
494023_Weighing_machines,494_MEAL_AND_OIL_FACTORIES
494025_Deodorizing_plants,494_MEAL_AND_OIL_FACTORIES
494027_Sludge_separators,494_MEAL_AND_OIL_FACTORIES
494029_Centrifuges,494_MEAL_AND_OIL_FACTORIES
494030_Softening_tanks,494_MEAL_AND_OIL_FACTORIES
494031_Concentration_cookers,494_MEAL_AND_OIL_FACTORIES
494033_Fish_meal_tanks,494_MEAL_AND_OIL_FACTORIES
494035_Fish_oil_tanks,494_MEAL_AND_OIL_FACTORIES
494037_Conveyors,494_MEAL_AND_OIL_FACTORIES
494039_Decanters,494_MEAL_AND_OIL_FACTORIES
494041_Bone_discharge_pump,494_MEAL_AND_OIL_FACTORIES
494043_Anti_oxidant_pumps,494_MEAL_AND_OIL_FACTORIES
494045_Oil_separators,494_MEAL_AND_OIL_FACTORIES
494050_Guano_grinders,494_MEAL_AND_OIL_FACTORIES
494055_Silos,494_MEAL_AND_OIL_FACTORIES
494070_Control_panels,494_MEAL_AND_OIL_FACTORIES
495_SURIMI_FACTORIES,49_FISH_PROCESSING_EQUIPMENT
495002_Forcemeat_machines_complete,495_SURIMI_FACTORIES
495004_Roe_separators,495_SURIMI_FACTORIES
495009_Filet_machines,495_SURIMI_FACTORIES
495012_Skinning_machines,495_SURIMI_FACTORIES
495013_Garbage_conveyors_chutes,495_SURIMI_FACTORIES
495015_Bone_separators,495_SURIMI_FACTORIES
495020_Rotary_screen-forcemeat_machines,495_SURIMI_FACTORIES
495022_Forcemeat_bleaching_tanks,495_SURIMI_FACTORIES
495024_Forcemeat_refiner,495_SURIMI_FACTORIES
495026_Screw_presses,495_SURIMI_FACTORIES
495028_Forcemeat_preserving_agent_mixers,495_SURIMI_FACTORIES
495033_Scaling_machines,495_SURIMI_FACTORIES
495035_Sorting_machines,495_SURIMI_FACTORIES
495038_Conveyors,495_SURIMI_FACTORIES
495048_Hydr_oil_aggregates,495_SURIMI_FACTORIES
495050_SW_process_pumps,495_SURIMI_FACTORIES
495055_Surimi_water_pumps,495_SURIMI_FACTORIES
495060_Detaching_machines,495_SURIMI_FACTORIES
495062_Hot_melt_sealers,495_SURIMI_FACTORIES
495063_Auto_markers,495_SURIMI_FACTORIES
495065_Metal_detectors,495_SURIMI_FACTORIES
495067_Wrapping_machines_pallets,495_SURIMI_FACTORIES
495070_Control_panels,495_SURIMI_FACTORIES
496_SHELL_FACTORIES,49_FISH_PROCESSING_EQUIPMENT
5_EQUIPMENT_FOR_CREW_AND_PASSENGERS,root
50_LIFESAVING_PROTECTION_and_MEDICAL_EQUIPMENT,5_EQUIPMENT_FOR_CREW_AND_PASSENGERS
501_LIFEBOATS_W_EQUIPMENT,50_LIFESAVING_PROTECTION_and_MEDICAL_EQUIPMENT
501001_Open_lifeboats,501_LIFEBOATS_W_EQUIPMENT
501002_Covered_lifeboats,501_LIFEBOATS_W_EQUIPMENT
501003_Partly_covered_lifeboats,501_LIFEBOATS_W_EQUIPMENT
501004_MOB_boats,501_LIFEBOATS_W_EQUIPMENT
501005_Offshore_MOB_boats,501_LIFEBOATS_W_EQUIPMENT
501007_Workboats,501_LIFEBOATS_W_EQUIPMENT
501008_Rubber_boats,501_LIFEBOATS_W_EQUIPMENT
501009_Hyperbaric_lifeboats,501_LIFEBOATS_W_EQUIPMENT
501015_Shock_absorbing_fenders_skates,501_LIFEBOATS_W_EQUIPMENT
501016_Inboard_motors,501_LIFEBOATS_W_EQUIPMENT
501017_Outboard_motors,501_LIFEBOATS_W_EQUIPMENT
501018_Lifeboat_davits,501_LIFEBOATS_W_EQUIPMENT
501019_Lifeboat_winches,501_LIFEBOATS_W_EQUIPMENT
501020_MOB_boat_davits,501_LIFEBOATS_W_EQUIPMENT
501021_MOB_boat_winches,501_LIFEBOATS_W_EQUIPMENT
501023_Hooks_release_mechanisms,501_LIFEBOATS_W_EQUIPMENT
501024_Wire_falls,501_LIFEBOATS_W_EQUIPMENT
501025_MOB_boat_cranes,501_LIFEBOATS_W_EQUIPMENT
501026_Free_fall_lifeboat_launching_arrangements,501_LIFEBOATS_W_EQUIPMENT
501027_MOB_boat_workboat_crabs,501_LIFEBOATS_W_EQUIPMENT
501028_Lifeboat_covers,501_LIFEBOATS_W_EQUIPMENT
501029_Lifeboat_ladders,501_LIFEBOATS_W_EQUIPMENT
501030_Lifeboat_provisions,501_LIFEBOATS_W_EQUIPMENT
501031_Lifeboat_FW_containers,501_LIFEBOATS_W_EQUIPMENT
501034_Lifeboat_buoyancy_material,501_LIFEBOATS_W_EQUIPMENT
501035_Lifeboat_retroreflective_material,501_LIFEBOATS_W_EQUIPMENT
501036_Lifeboat_markerlights_lanterns,501_LIFEBOATS_W_EQUIPMENT
501037_Lifeboat_compass_equipment,501_LIFEBOATS_W_EQUIPMENT
501040_Lifeboat_signalling_equipment,501_LIFEBOATS_W_EQUIPMENT
501041_Lifeboat_buoyant_smoke_signals,501_LIFEBOATS_W_EQUIPMENT
501042_Lifeboat_hand_flares,501_LIFEBOATS_W_EQUIPMENT
501043_Lifeboat_parachute_signals,501_LIFEBOATS_W_EQUIPMENT
501045_Lifeboat_first_aid_outfit,501_LIFEBOATS_W_EQUIPMENT
501050_Other_loose_lifeboat_equipment,501_LIFEBOATS_W_EQUIPMENT
502_LIFERAFTS_W_EQUIPMENT,50_LIFESAVING_PROTECTION_and_MEDICAL_EQUIPMENT
502001_Rigid_liferafts,502_LIFERAFTS_W_EQUIPMENT
502005_Covered_inflatable_liferafts,502_LIFERAFTS_W_EQUIPMENT
502006_Open_inflatable_liferafts,502_LIFERAFTS_W_EQUIPMENT
502018_Liferaft_davits,502_LIFERAFTS_W_EQUIPMENT
502019_Liferaft_winches,502_LIFERAFTS_W_EQUIPMENT
502023_Liferaft_hydrostatic_release_mechanisms,502_LIFERAFTS_W_EQUIPMENT
502024_Liferaft_wire_falls,502_LIFERAFTS_W_EQUIPMENT
502025_Liferaft_mountings,502_LIFERAFTS_W_EQUIPMENT
502026_Liferaft_storm_fixtures,502_LIFERAFTS_W_EQUIPMENT
502028_Liferaft_covers,502_LIFERAFTS_W_EQUIPMENT
502029_Liferaft_ladders,502_LIFERAFTS_W_EQUIPMENT
502030_Liferaft_provisions,502_LIFERAFTS_W_EQUIPMENT
502031_Liferaft_FW_containers,502_LIFERAFTS_W_EQUIPMENT
502035_Liferaft_retroreflective_material,502_LIFERAFTS_W_EQUIPMENT
502040_Liferaft_signalling_equipment,502_LIFERAFTS_W_EQUIPMENT
502042_Liferaft_hand_flares,502_LIFERAFTS_W_EQUIPMENT
502043_Liferaft_parachute_signals,502_LIFERAFTS_W_EQUIPMENT
502045_Liferaft_first_aid_outfit,502_LIFERAFTS_W_EQUIPMENT
502050_Other_loose_liferaft_equipment,502_LIFERAFTS_W_EQUIPMENT
503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT,50_LIFESAVING_PROTECTION_and_MEDICAL_EQUIPMENT
503001_Lifebuoys,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503002_Buoyant_smoke_light_signals,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503003_Buoyant_self-igniting_light_signals,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503004_Distress_signalling_equipment,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503005_Distress_rockets,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503006_Smoke_signals,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503010_Rigid_life-jackets,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503011_Inflatable_life-jackets,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503012_Survival_suits,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503015_Thermal_protection_bags,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503016_Life-jacket_survival_suit_lights,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503018_Life-jacket_containers,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503019_Line-throwing_appliances,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503020_Wave_dampening_tanks,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503030_Divers_ladders,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503031_Raft_station_ladders,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503035_Rescue_chutes,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503036_Safety_harnesses,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503037_Bosuns_chairs,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503040_Rescue_baskets,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503041_Boarding_nets,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503042_Rescue_stockings,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503043_Rescue_nets,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503045_Rescue_harpoon_canons,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503050_Catering_equipment,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503051_Corpse_containers,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
503070_Safety_plan_case,503_LIFESAVING_SAFETY_and_EMERGENCY_EQUIPMENT
504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES,50_LIFESAVING_PROTECTION_and_MEDICAL_EQUIPMENT
504001_Dentists_equipment,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504003_Dentists_chairs,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504005_Dentists_lamps,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504007_Heating_cabinets,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504009_X-ray_apparatus,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504011_Drilling_equipment,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504013_Dentists_loose_instruments,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504025_Doctors_equipment,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504027_Operating_tables,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504028_Treatment_tables,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504029_X-ray_apparatus,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504031_Heating_cabinets,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504033_Stretchers,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504035_Medicine_lockers,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504037_Respirators,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504039_Medicines,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504041_First_aid_equipment,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504043_Doctors_loose_instruments,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504045_Hospital_furnishing,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504050_Protection_equipment,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504052_Helmets,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504054_Ear_protectors,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504056_Safety_shoes,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
504058_Work_gloves,504_MEDICAL_FIRST_AID_and_DENTAL_EQUIPMENT_MEDICINES
505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT,50_LIFESAVING_PROTECTION_and_MEDICAL_EQUIPMENT
505001_Fire_extinguishing_apparatus,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505010_Fire_axes_crowbars,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505015_Portable_drills,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505020_Portable_cutting_equipment,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505025_Safety_lamps,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505030_Gas_masks,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505035_Smoke_diving_equipment,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505040_Smoke_diving_compressor,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505042_Compressor_el_equipment,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
505045_Firemens_clothing,505_LOOSE_FIREFIGHTING_APPARATUSES_and_EQUIP_FIREMENS_OUTFIT
506_ABC_PROTECTION_EQUIPMENT,50_LIFESAVING_PROTECTION_and_MEDICAL_EQUIPMENT
506001_Radioactivity_detection_equipment,506_ABC_PROTECTION_EQUIPMENT
506003_Radioactivity_protection_equipment,506_ABC_PROTECTION_EQUIPMENT
506005_Radioactivity_decontamination_equipment,506_ABC_PROTECTION_EQUIPMENT
506010_Biological_detection_equipment,506_ABC_PROTECTION_EQUIPMENT
506013_Biological_protection_equipment,506_ABC_PROTECTION_EQUIPMENT
506015_Biological_decontamination_equipment,506_ABC_PROTECTION_EQUIPMENT
506020_Chemical_detection_equipment,506_ABC_PROTECTION_EQUIPMENT
506023_Chemical_protection_equipment,506_ABC_PROTECTION_EQUIPMENT
506025_Chemical_decontamination_equipment,506_ABC_PROTECTION_EQUIPMENT
51_INSULATION_PANELS_BULKHEADS_DOORS_SIDESCUTTLESSKYLIGHTS,5_EQUIPMENT_FOR_CREW_AND_PASSENGERS
511_INSULATION_PARTITION_BULKHEADS_PANELLING_WALLPAPER,51_INSULATION_PANELS_BULKHEADS_DOORS_SIDESCUTTLESSKYLIGHTS
511001_Window_recesses,511_INSULATION_PARTITION_BULKHEADS_PANELLING_WALLPAPER
511002_Bulkhead_wall_panelling,511_INSULATION_PARTITION_BULKHEADS_PANELLING_WALLPAPER
511003_Preinsulated_partition_bulkheads,511_INSULATION_PARTITION_BULKHEADS_PANELLING_WALLPAPER
511004_System-ceilings_w_profiles,511_INSULATION_PARTITION_BULKHEADS_PANELLING_WALLPAPER
511006_Wet-room_panelling,511_INSULATION_PARTITION_BULKHEADS_PANELLING_WALLPAPER
511010_Wallpaper,511_INSULATION_PARTITION_BULKHEADS_PANELLING_WALLPAPER
512_DOORS_W_COAMINGS_IN_ACCOMMODATION,51_INSULATION_PANELS_BULKHEADS_DOORS_SIDESCUTTLESSKYLIGHTS
512001_Doors_w_coaming_complete,512_DOORS_W_COAMINGS_IN_ACCOMMODATION
512020_Sliding_doors_complete,512_DOORS_W_COAMINGS_IN_ACCOMMODATION
512030_Folding_doors_complete,512_DOORS_W_COAMINGS_IN_ACCOMMODATION
512035_Fixtures_locks,512_DOORS_W_COAMINGS_IN_ACCOMMODATION
513_OTHER_INTERNAL_DOORS_W_COAMINGS,51_INSULATION_PANELS_BULKHEADS_DOORS_SIDESCUTTLESSKYLIGHTS
513001_Watertight_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513002_Watertight_sliding_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513005_Spraytight_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513010_Gastight_A60_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513011_Gastight_A30_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513012_Gastight_A0_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513015_Insulated_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513020_Emergency_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513025_Stores_doors_complete,513_OTHER_INTERNAL_DOORS_W_COAMINGS
513030_Door_closing_mechanisms,513_OTHER_INTERNAL_DOORS_W_COAMINGS
514_EXTERNAL_DOORS_W_COAMINGS,51_INSULATION_PANELS_BULKHEADS_DOORS_SIDESCUTTLESSKYLIGHTS
514001_Teak_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
514005_Weathertight_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
514009_Spraytight_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
514010_Gastight_A60_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
514011_Gastight_A30_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
514012_Gastight_A0_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
514015_Sliding_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
514025_Mosquito_doors_complete,514_EXTERNAL_DOORS_W_COAMINGS
515_SIDE_SCUTTLES_and_WINDOWS_W_EQUIPMENT,51_INSULATION_PANELS_BULKHEADS_DOORS_SIDESCUTTLESSKYLIGHTS
515001_Side_scuttles_complete,515_SIDE_SCUTTLES_and_WINDOWS_W_EQUIPMENT
515005_Windows_complete,515_SIDE_SCUTTLES_and_WINDOWS_W_EQUIPMENT
515010_Clear_view_screens_complete,515_SIDE_SCUTTLES_and_WINDOWS_W_EQUIPMENT
515015_Sliding_windows_complete,515_SIDE_SCUTTLES_and_WINDOWS_W_EQUIPMENT
515050_Window_wiper_plants,515_SIDE_SCUTTLES_and_WINDOWS_W_EQUIPMENT
516_SKYLIGHTS_W_EQUIPMENT,51_INSULATION_PANELS_BULKHEADS_DOORS_SIDESCUTTLESSKYLIGHTS
516001_Engine_room_skylights_complete,516_SKYLIGHTS_W_EQUIPMENT
516003_Pump_room_skylights_complete,516_SKYLIGHTS_W_EQUIPMENT
516005_Galley_skylights_complete,516_SKYLIGHTS_W_EQUIPMENT
516007_Messroom_skylights_complete,516_SKYLIGHTS_W_EQUIPMENT
516050_Skylight_lifting_equipment,516_SKYLIGHTS_W_EQUIPMENT
52_INTERNAL_DECK_COVERING_LADDERS_STEPS_RAILING,5_EQUIPMENT_FOR_CREW_AND_PASSENGERS
521_INTERNAL_DECK_BASE_COVERING,52_INTERNAL_DECK_COVERING_LADDERS_STEPS_RAILING
521001_Levelling_compound,521_INTERNAL_DECK_BASE_COVERING
522_INTERNAL_DECK_TOP_COVERING_LINOLEUM_TILES_PARQUET_ETC,52_INTERNAL_DECK_COVERING_LADDERS_STEPS_RAILING
522001_Vinyl_covering_linoleum,522_INTERNAL_DECK_TOP_COVERING_LINOLEUM_TILES_PARQUET_ETC
522002_Carpets_carpet_tiles,522_INTERNAL_DECK_TOP_COVERING_LINOLEUM_TILES_PARQUET_ETC
522003_Tiles,522_INTERNAL_DECK_TOP_COVERING_LINOLEUM_TILES_PARQUET_ETC
522004_Scattered_covering,522_INTERNAL_DECK_TOP_COVERING_LINOLEUM_TILES_PARQUET_ETC
522010_Corridor_deck_covering,522_INTERNAL_DECK_TOP_COVERING_LINOLEUM_TILES_PARQUET_ETC
522020_Public_room_deck_covering,522_INTERNAL_DECK_TOP_COVERING_LINOLEUM_TILES_PARQUET_ETC
